"id","title","link","pubDate","desc"
"IE22","behind skipping nitin gadkari daughter wedding mamatas worry on keeping opposition together","http://indianexpress.com/article/india/behind-skipping-nitin-gadkari-daughter-wedding-mamatas-worry-on-keeping-opposition-together-4419756/","Fri, 09 Dec 2016 22:36:03 +0000","earlier sources said the congress had taken offence to a statement made by a trinamool leader articulating the ruling partys decision to oppose bandhs in the state"
"IE23","delhi high court pained by failure to trace najeeb want mother to get her son back","http://indianexpress.com/article/india/delhi-high-court-pained-by-failure-to-trace-najeeb-want-mother-to-get-her-son-back/","Fri, 09 Dec 2016 22:31:38 +0000","ahmad 27 had gone missing from the hostel on october 15 after an alleged row with abvp members the organisation however has denied any involvement in his disappearance"
"IE24","muzaffarnagar 19 year old girl found dead in sugarcane fields","http://indianexpress.com/article/india/muzaffarnagar-19-year-old-girl-found-dead-in-sugarcane-fields-4419736/","Fri, 09 Dec 2016 22:29:19 +0000","while the family of the girl alleged that she was raped police said the postmortem report has not confirmed the same"
"IE25","angry mehbooba mufti leaves cabinet meeting in huff","http://indianexpress.com/article/india/angry-mehbooba-mufti-leaves-cabinet-meeting-in-huff/","Fri, 09 Dec 2016 22:28:26 +0000","the proposal had come from the states home department which mehbooba heads it was made as kps officers do not get promoted beyond the ssp level unless they are inducted into the ips"
"IE26","woman raped by auto driver in greater noida police","http://indianexpress.com/article/india/woman-raped-by-auto-driver-in-greater-noida-police-4419735/","Fri, 09 Dec 2016 22:24:16 +0000","the woman approached police on wednesday evening and a medical examination was conducted"
"IE27","demonetisation bjp it cell youth wing to teach villagers to go cashless","http://indianexpress.com/article/india/demonetisation-bjp-it-cell-youth-wing-to-teach-villagers-to-go-cashless-4419734/","Fri, 09 Dec 2016 22:17:09 +0000","the trained workers will later fan out across the state to train people in both urban and rural areas about cashless transactions"
"IE28","sp leader announces award for pm modi amit shah beheading","http://indianexpress.com/article/india/sp-leader-announces-award-for-pm-modi-amit-shah-beheading/","Fri, 09 Dec 2016 22:13:40 +0000","when contacted sp state spokesperson mohammad shahid said the party will initiate action against tarun"
"IE29","demonetisation mps and their money","http://indianexpress.com/article/india/how-mp-member-parliament-demonetisation-are-coping-with-the-cash-crunch-4419706/","Fri, 09 Dec 2016 22:09:02 +0000","mps of various parties tell the indian express how they are coping with the cash crunch"
"IE30","explain appointment of acting cbi chief apex court to govt","http://indianexpress.com/article/india/explain-appointment-of-acting-cbi-chief-apex-court-to-govt/","Fri, 09 Dec 2016 22:03:56 +0000","the pil has alleged that the centre took a series of steps in a completely malafide arbitrary and illegal manner to ensure that asthana was given the charge of cbi director"
"IE31","up assembly polls congress first list early priyanka gandhi likely to look beyond rae bareli amethi","http://indianexpress.com/article/india/up-assembly-polls-congress-first-list-early-priyanka-likely-to-look-beyond-rae-bareli-amethi/","Fri, 09 Dec 2016 22:03:42 +0000","though no date has been fixed yet for the first meeting of its screening committee sources in the congress said it had started identifying seats with sitting candidates"
"IE32","delhi confidential point to ponder","http://indianexpress.com/article/india/ts-thakur-supreme-court-sumitra-mahajan-lok-sabha-archeological-survey-of-india-kerala-udf-rajiv-mehrishi4419732/","Fri, 09 Dec 2016 22:01:47 +0000","look at mr chidambaram has he stood up and tried to argue by raising his voice no do you think he knows less than those lawyers who are always shouting"
"IE33","india china should regain manufacturing hub reputation says m j akbar","http://indianexpress.com/article/india/india-china-should-regain-manufacturing-hub-reputation-says-m-j-akbar-4419731/","Fri, 09 Dec 2016 21:53:22 +0000","he referred to the past when india accounted for 24 per cent of the global manufacturing output and china 30 per cent"
"IE34","court pulls up j k cops for tardy probe into tunnel fire","http://indianexpress.com/article/india/court-pulls-up-jk-cops-for-tardy-probe-into-chenani-nashri-tunnel-construction-fire-4419730/","Fri, 09 Dec 2016 21:46:36 +0000","eight supervisors helpers and electricians of bcc were arrested on november 30 and charged with negligence and dereliction of duty that led to death of the labourers"
"IE35","5 questions why create a fissure when none exists asks meenakshi lekhi","http://indianexpress.com/article/india/5-questions-why-create-a-fissure-when-none-exists-asks-meenakshi-lekhi/","Fri, 09 Dec 2016 21:34:11 +0000","meenakshi lekhi bjp lok sabha mp speaks to the indian express"
"IE36","film fest plea if you have to stand 40 times for anthem you must says sc","http://indianexpress.com/article/india/film-fest-plea-if-you-have-to-stand-40-times-for-anthem-you-must-says-supreme-court-national-4419720/","Fri, 09 Dec 2016 21:33:49 +0000","the bench however clarified that the disabled need not stand but must show such conduct which is commensurate with respect for the anthem"
"IE37","agustawestland case former iaf chief s p tyagi two others arrested in vvip chopper deal probe","http://indianexpress.com/article/india/agustawestland-case-former-iaf-chief-tyagi-two-others-arrested-in-vip-chopper-deal-probe-4419715/","Fri, 09 Dec 2016 21:23:36 +0000","this is the first time that a military chief of the country retired or serving has been arrested in a probe into alleged corruption in defence procurement"
"IE38","mps greet sonia gandhi on 70th birthday","http://indianexpress.com/article/india/mps-greet-sonia-gandhi-on-70th-birthday/","Fri, 09 Dec 2016 21:22:23 +0000","parliamentary affairs minister ananth kumar his deputy s s ahluwalia and mos in pmo jitendra singh and bjp mps hema malini riti pathak and anju bala were others who greeted sonia"
"IE39","rld slams centre for slashing import duty on wheat","http://indianexpress.com/article/india/rld-slams-centre-for-slashing-import-duty-on-wheat-4419697/","Fri, 09 Dec 2016 21:17:53 +0000","rld leader and former mp jayant chaudhary claimed the bjp which had stormed to power at the centre by making several promises to farmers is essentially an anti farmer party"
"IE40","in lok sabha ruling members strike up a din","http://indianexpress.com/article/india/in-lok-sabha-ruling-members-strike-up-a-din/","Fri, 09 Dec 2016 21:17:03 +0000","this was the 16th day of a practically dysfunctional lok sabha"
"IE41","maharashtra govt to set up panel to check abuse of atrocities act","http://indianexpress.com/article/india/maharashtra-govt-to-set-up-panel-to-check-abuse-of-atrocities-act-4419692/","Fri, 09 Dec 2016 21:10:58 +0000","the maharashtra state government reassured dalits obcs that their reservation will not be affected because of a maratha quota"
"IE42","aap mp bhagwant mann suspended for remainder of winter session","http://indianexpress.com/article/india/aap-mp-bhagwant-mann-suspended-for-remainder-of-winter-session/","Fri, 09 Dec 2016 21:09:48 +0000","the house carried through a motion moved by kirit somaiya chairman of the committee that inquired into the issue by a voice vote"
"IE43","prevention of atrocities act no chargesheets in 165 cases including rape and murder","http://indianexpress.com/article/india/prevention-of-atrocities-act-no-chargesheets-in-165-cases-including-rape-and-murder-4419691/","Fri, 09 Dec 2016 21:04:46 +0000","a total of 694 cases as of december 2016 stands pending at various stages"
"IE44","zero import duty on wheat anti national move will hit farmers opposition","http://indianexpress.com/article/india/zero-import-duty-on-wheat-anti-national-move-will-hit-farmers-opposition/","Fri, 09 Dec 2016 20:58:02 +0000","members from the congress bsp sp jd u and left parties alleged that the move to cut import duty from 10 per cent to zero at a time when the country has enough buffer stock will hit the farmer"
"IE45","on poll eve akhilesh yadav government wants own tv channel","http://indianexpress.com/article/india/uttar-pradesh-elections-on-poll-eve-akhilesh-yadav-government-wants-own-tv-channel-4419693/","Fri, 09 Dec 2016 20:54:11 +0000","akhilesh is in charge of the information department in up he has authorised yasar shah to represent him at the meeting that is being convened after nearly 10 years"
"IE46","sheena bora murder case peter mukerjea wants laptop in prison to pen autobiography","http://indianexpress.com/article/india/sheena-bora-murder-case-peter-mukerjea-wants-laptop-in-prison-to-pen-autobiography-4419695/","Fri, 09 Dec 2016 20:52:35 +0000","in a hand written application submitted to the court mukerjea said that writing is cumbersome and therefore he would like to use a laptop"
"IE47","delhi gold outlet logs rs 75 crore cash sales in 4 hrs on night of november 8","http://indianexpress.com/article/india/demonetisation-cash-ban-one-delhi-gold-outlet-logged-rs-75-crore-cash-sales-in-4-hrs-on-night-of-november-8-4419680/","Fri, 09 Dec 2016 20:46:30 +0000","sources said the sales conducted that night at the kucha mahajani outlet were of below rs 2 lakh per customer without their pan number being recorded"
"IE48","rahul gandhi earth will shakepm wont be able to sit if i speak on demonetisation","http://indianexpress.com/article/india/rahul-gandhi-earth-will-shake-pm-wont-be-able-to-sit-if-i-speak-on-demonetisation/","Fri, 09 Dec 2016 20:40:46 +0000","rahul said he had come prepared to speak on friday but the government demanded that the congress first apologise for stalling parliament for 16 days which led to an uproar and adjournment of the house"
"IE49","mumbai teacher barred from wearing burqa hijab in school quits","http://indianexpress.com/article/india/mumbai-teacher-barred-from-wearing-burqa-hijab-in-school-quits-4419662/","Fri, 09 Dec 2016 20:33:57 +0000","nazneen said she resigned after an incident on december 5 when she was asked to remove her burqa before singing the national anthem"
"IE50","on working day only 23 mps in rajya sabha","http://indianexpress.com/article/india/demonetisation-parliament-disruptions-4419660/","Fri, 09 Dec 2016 20:31:17 +0000","only 23 mps came to the house in the afternoon the minimum attendance required to start the proceedings is 25 or 10 per cent of the houses sanctioned strength of 245"
"IE51","madras high court takes serious view of illegal eviction of shop owner","http://indianexpress.com/article/india/madras-high-court-takes-serious-view-of-illegal-eviction-of-shop-owner-4419654/","Fri, 09 Dec 2016 20:22:55 +0000","the court was hearing a criminal original plea filed under section 482 crpc by anand kumar jhawar seeking a direction to police to register a case based on his pending complaint on his eviction"
"IE52","former bjp general secretary sanjay joshi appears alongside modi in ayush event posters","http://indianexpress.com/article/india/former-bjp-general-secretary-sanjay-joshi-appears-alongside-modi-in-ayush-event-posters/","Fri, 09 Dec 2016 20:12:50 +0000","pm modi will be in gujarat on saturday to inaugurate an amul cheese unit"
"IE53","aiadmk functionary set himself ablaze after hearing jayalalithas news","http://indianexpress.com/article/india/aiadmk-functionary-set-himself-ablaze-after-hearing-jayalalithas-news-4419645/","Fri, 09 Dec 2016 20:12:48 +0000","the 50 year old ramachandran a party functionary in annur in rural limits had allegedly poured kerosene and set himself on fire in the evening of december five as rumours spread on jayalalithaa s health"
"IE54","sc junks plea to transfer cauvery issue to tribunal","http://indianexpress.com/article/india/sc-junks-plea-to-transfer-cauvery-issue-to-tribunal/","Fri, 09 Dec 2016 19:53:12 +0000","the court said that section 6 2 of the inter state river water disputes act clearly laid down that parliament did not intend to put any embargo on the jurisdiction of this court but only provided for a parallel forum"
"IE55","ats suspects mumbra man active participant of isis","http://indianexpress.com/article/india/mumbai-ats-suspects-mumbra-man-active-participant-of-isis-4419615/","Fri, 09 Dec 2016 19:49:13 +0000","kin claim saudi arabian acquaintance brainwashed mumbra youth accused of joining islamic state"
"IE56","contempt proceedings markandey katju offers apology to sc","http://indianexpress.com/article/india/contempt-proceedings-markandey-katju-offers-apology-to-sc/","Fri, 09 Dec 2016 19:45:34 +0000","on november 11 the court had issued suo motu contempt notice to its former judge a first in the countrys judicial history over writing blogs which had comments on the judges"
"IE57","mha foreigners division officer monitoring foreign funds to ngos moved out","http://indianexpress.com/article/india/mha-foreigners-division-officer-monitoring-foreign-funds-to-ngos-moved-out/","Fri, 09 Dec 2016 19:33:10 +0000","mha sources said that behind the move was the ministrys decision to put us based donor compassion international ci in the prior permission pp category which led to protests from us lawmakers"
"IE58","aiadmk functionary succumbs to burns","http://indianexpress.com/article/india/aiadmk-functionary-succumbs-to-burns-4419543/","Fri, 09 Dec 2016 18:35:33 +0000","the 50 year old ramachandran a party functionary in annur in rural limits had allegedly poured kerosene and set himself on fire in the evening of december five as rumours spread on jayalalithaa s health"
"IE59","breaking down news show me the money","http://indianexpress.com/article/india/demonetisation-us-austrailia-casino-stocks-john-glenn-terrorism-4419528/","Fri, 09 Dec 2016 18:30:47 +0000","after the hassles of cash in india there is news of the tumbling casino stocks in the us and australia in other news the big boys of social media agree to share database of hashes of terrorist content"
"IE60","was cash policy done on impulse was mind applied sc asks centre","http://indianexpress.com/article/india/demonetisation-was-cash-policy-done-on-impulse-was-mind-applied-sc-asks-centre-ts-thakur-4419303/","Fri, 09 Dec 2016 18:30:12 +0000","it further asked if the government had any estimate of the gestation period after which the problems of liquidity will be resolved"
"IE61","jharkhand woman set on fire for witchcraft dies one arrested","http://indianexpress.com/article/india/jharkhand-witchcraft-woman-burnt-alive-4419279/","Fri, 09 Dec 2016 18:30:09 +0000","the 60 year old woman was allegedly set ablaze by a mother who lost her new born twins in a matter of weeks"
"IE62","rajasthan high court strikes down sbc quota for gujjars 5 other communities","http://indianexpress.com/article/india/rajasthan-high-court-strikes-down-sbc-quota-for-gujjars-5-other-communities-4419524/","Fri, 09 Dec 2016 18:08:11 +0000","rajasthan has witnessed violence several times since 2007 during the gujjar agitation when the community members blocked highways and railway tracks and were fired upon by the police"
"IE63","former bjp general secretary sanjay joshi hails demonetisation slams congress","http://indianexpress.com/article/india/bjp-general-secretary-sanjay-joshi-hails-demonetisation-slams-congress-4419503/","Fri, 09 Dec 2016 17:44:55 +0000","i believe that demonetisation is the right decision taken by the bjp government at the right time said sanjay joshi"
"IE64","pwd contractors will have to make all payments online","http://indianexpress.com/article/india/pwd-contractors-will-have-to-make-all-payments-online-4419490/","Fri, 09 Dec 2016 17:42:19 +0000","the contractors will have to submit a report to the pwd about the mode of payment with aadhaar number of every labourer the department said"
"IE65","suit for damages filed against ratan tata","http://indianexpress.com/article/india/suit-for-damages-filed-against-ratan-tata-4419481/","Fri, 09 Dec 2016 17:36:55 +0000","the content of the suit was not known the suit is at a pre admission stage and is not yet listed for hearing as per the high court website"
"IE66","sushil modi questions nitish kumars silence on triple talaq","http://indianexpress.com/article/india/sushil-modi-questions-nitish-kumars-silence-on-triple-talaq-4419440/","Fri, 09 Dec 2016 17:06:23 +0000","it is baffling that nitish kumar and lalu prasad have chosen to maintain stoic silence on the raging issue of triple talaq for the sake of vote bank politics sushil modi alleged"
"IE67","dalit leaders to hold rally to press for quota demands","http://indianexpress.com/article/india/dalit-leaders-to-hold-rally-to-press-for-quota-demands-4419389/","Fri, 09 Dec 2016 17:04:37 +0000","union minister ramdas athawale used the meeting of dalit leaders who were from the ruling bjp led nda to assert that they may be with bjp but not rss whose hindutva agenda is not well received by sections of dalits"
"IE68","demonetisation done surreptitiously says cpm leader nilotpal basu","http://indianexpress.com/article/india/demonetisation-done-surreptitiously-says-cpm-leader-nilotpal-basu-4419423/","Fri, 09 Dec 2016 16:59:24 +0000","the cpm leader sought to know what the modi government has achieved by its november 8 announcement scrapping the rs 500 and rs 1 000 notes"
"IE69","mehbooba mufti walks out of cabinet meeting faces opposition over cadre review of kps officers","http://indianexpress.com/article/india/mehbooba-mufti-cabinet-meeting-walks-out-midway-kps-officers-cadre-review-4419406/","Fri, 09 Dec 2016 16:44:15 +0000","mufti faced opposition from her own ministers over a proposal to restructure the kashmir police service officers cadre"
"IE70","dont reopen cases merely seeing increase in current turnover cbdt to taxman","http://indianexpress.com/article/india/dont-reopen-cases-merely-seeing-increase-in-current-turnover-cbdt-to-taxman-4419419/","Fri, 09 Dec 2016 16:43:06 +0000","mere increase in turnover because of use of digital means of payment or otherwise in a particular year cannot be a sole reason to believe that income has escaped assessment in earlier years the cbdt said"
"IE71","tamil nadu cm o panneerselvam sasikala pay homage to jayalalithaa","http://indianexpress.com/article/india/tamil-nadu-cm-o-panneerselvam-sasikala-pay-homage-to-jayalalithaa/","Fri, 09 Dec 2016 16:36:53 +0000","jayalalithaa s confidante sasikala was accompanied by her family members and they paid foral tributes and later spent sometime at the spot"
"IE72","jnu asks students to volunteer in helping people learn digital mode of payment","http://indianexpress.com/article/india/jnu-asks-students-to-volunteer-in-helping-people-learn-digital-mode-of-payment/","Fri, 09 Dec 2016 16:36:10 +0000","the role of the students and their active participation is critical to spread awareness among people within the jnu campus as well as nearby areas villages shops markets including select households and family members he said"
"IE73","post jayalalithaa era cm o pannerselvam to chair first cabinet meeting tomorrow","http://indianexpress.com/article/india/post-jayalalithaa-era-cm-o-pannerselvam-to-chair-first-cabinet-meeting-on-saturday-4419352/","Fri, 09 Dec 2016 16:34:42 +0000","the meeting is set to begin at 11 30 am when a resolution was expected to be adopted condoling the demise of the four time chief minister jayalalithaa on december 5 party sources said"
"IE74","india vietnam sign n pact three other agreements","http://indianexpress.com/article/india/india-vietnam-sign-nuclear-pact-three-other-agreements-4419374/","Fri, 09 Dec 2016 16:19:48 +0000","the two countries also signed three other agreements to enhance aviation links to jointly work in the area of energy efficiency and promotion of parliamentary cooperation"
"IE75","iaf chief arup raha moots for upgrading combat potential of eastern command","http://indianexpress.com/article/india/iaf-chief-arup-raha-for-upgrading-combat-potential-of-eastern-command-4419378/","Fri, 09 Dec 2016 16:16:14 +0000","air chief marshal arup raha also highlighted the importance of leadership team building and discipline which are pivotal in pursuit of achieving the operational goals"
"IE76","karnataka sidda the elephant who was rescued by army dies","http://indianexpress.com/article/india/karnataka-sidda-the-elephant-who-was-rescued-by-army-dies-4419326/","Fri, 09 Dec 2016 16:14:38 +0000","several attempts to treat sidda were not successful as tranquilising him was ruled out due to his poor health"
"IE77","telecom customer base reached to 1074 million with jio entry in september trai","http://indianexpress.com/article/india/telecom-customer-base-reached-to-1074-million-with-jio-entry-in-september-trai-4419373/","Fri, 09 Dec 2016 16:14:32 +0000","the growth was led by reliance jio which reported 15 97 million customers on its network after its formal launch on september 5"
"IE78","in bihar police to hold chai pe charcha to cut down on crime","http://indianexpress.com/article/india/in-bihar-police-to-hold-chai-pe-charcha-to-cut-down-on-crime-4419361/","Fri, 09 Dec 2016 16:11:12 +0000","as part of the programme residents and alerts about crimein their area will share information with the patrolling partyover tea said sp ashish bharti"
"IE79","educational reforms needed to effectively eliminate violence fear dalai lama","http://indianexpress.com/article/india/educational-reforms-needed-to-effictively-eliminate-violence-fear-dalai-lama-4419354/","Fri, 09 Dec 2016 15:54:03 +0000","dalai lama suggested that teachers should research and include methods in their teaching which could inculcate values of social development among their students"
"IE80","former iaf chief sp tyagi two others held in chopper deal probe","http://indianexpress.com/article/india/former-iaf-chief-s-p-tyagi-two-others-held-in-chopper-deal-probe-4419249/","Fri, 09 Dec 2016 15:51:55 +0000","this is the first time that a military chief of the country has been arrested in a probe into alleged corruption in defence procurement"
"IE81","delhi court sends gangster to 5 days police custody","http://indianexpress.com/article/india/delhi-court-sends-gangster-to-5-days-police-custody-4419341/","Fri, 09 Dec 2016 15:48:34 +0000","according to the police mahal was allegedly involved in several cases of extortion murder attempt to murder and arms act"
"IE82","demonetisation cji t s thakur pained at lawyers out shouting each other","http://indianexpress.com/article/india/demonetisation-cji-t-s-thakur-pained-at-lawyers-out-shouting-each-other-4419318/","Fri, 09 Dec 2016 15:33:45 +0000","a visibly pained cji made his displeasure known by saying that never in his career as a judge for 23 years he has seen such unruly behaviour when junior lawyers are shouting and attempting to pin down senior advocates"
"IE83","rs 10 lakh in new notes seized from gurgaon","http://indianexpress.com/article/india/rs-10-lakh-in-new-notes-seized-from-gurgaon-4419325/","Fri, 09 Dec 2016 15:33:31 +0000","the money was seized and the income tax department informed for further action said a police spokesman"
"IE84","sushil modi questions bihar cm nitish kumars silence on triple talaq","http://indianexpress.com/article/india/sushil-modi-questions-bihar-cm-nitish-kumars-silence-on-triple-talaq-4419280/","Fri, 09 Dec 2016 15:11:56 +0000","claiming inconsistency in the chief minister s stand on empowerment of women the bjp leader accused him of not backing muslim women in their fight against triple talaq and polygamy for the sake of vote bank politics"
"IE85","karnataka cm siddaramaiah demands bonus of rs 700 qtl for ragi jowar","http://indianexpress.com/article/india/karnataka-cm-siddaramaiah-demands-bonus-of-rs-700qtl-for-ragi-jowar-4419229/","Fri, 09 Dec 2016 14:59:07 +0000","the chief minister said that the state wants to promote production of these two nutri cereals which are climate smart crops can be grown in rainfed and drought prone areas"
"IE86","amend law to ensure equal wage work hours for contract worker","http://indianexpress.com/article/india/amend-law-to-ensure-equal-wage-work-hours-for-contract-worker-4419221/","Fri, 09 Dec 2016 14:58:52 +0000","the committee recommend that the government should finalise all the deliberations relating to amendment of the contract labour regulation and abolition act 1970"
"IE87","india china face threat from terrorism but dont seem to agree on important issues s jaishankar","http://indianexpress.com/article/india/india-china-relations-think-tank-forum-s-jaishankar-4419189/","Fri, 09 Dec 2016 14:57:24 +0000","jaishankar bemoaned the fact that despite facing threats from terrorism both countries don t seem to be able to cooperate effectively in international forums"
"IE88","axis bank fake accounts will take strict action against those responsible says bank","http://indianexpress.com/article/india/axis-bank-fake-accounts-will-take-strict-action-against-those-responsible-says-spokesperson-4419172/","Fri, 09 Dec 2016 14:42:08 +0000","a survey conducted by the income tax department at the chandni chowk branch of axis bank on friday led to the discovery of 44 fake bank accounts"
"IE89","haryana mulling amendments for its new land acquisition policy","http://indianexpress.com/article/india/haryana-mulling-amendments-to-new-land-acquisition-policy-4419210/","Fri, 09 Dec 2016 14:39:23 +0000","the state industry minister vipul goel said the state government will ensure there was no shortage of land for industry ready to use land in industrial parks under construction will have 12 000 acres"
"IE90","watal panel on digital payments submits report to arun jaitley","http://indianexpress.com/article/india/watal-panel-on-digital-payments-submits-report-to-arun-jaitley/","Fri, 09 Dec 2016 14:38:14 +0000","the panel sources said reviewed the payments system in the country and recommended medium term measures for encouraging digital payments in line with global best practices"
"IE91","agartala councillor held for molesting minor girl","http://indianexpress.com/article/india/agartala-councillor-held-for-molesting-minor-girl-4419185/","Fri, 09 Dec 2016 14:32:22 +0000","district and session judge ruhidas paul granted mrinmay sen interim bail till december 23"
"IE92","bjp will not win even five seats in goa subhash velingkar","http://indianexpress.com/article/india/bjp-wont-win-even-five-seats-in-goa-subhash-velingkar-4419190/","Fri, 09 Dec 2016 14:27:33 +0000","if bjp wins even five seats we can say the party has ruled goa well in the last five years velingkar said"
